, Tower - Primitive, Tower - Copper, Tower - Bronze, Tower - Medieval, Tower - Palisades, Tower - Bamboo, Tower - Imperial, 88mm AA Gun, Tower - Concrete, AA Missile Tower, Tower - Laser, Space Turret, Tower - Space, AA Missile Tower, Fokker Fighter/Bomber, Sopwith Fighter, Gotha Bomber, Catalina, Spitfire Fighter, B-29 Bomber, ME109  Fighter/Bomber, P-51 Fighter, B-17 Bomber, Typhoon Anti-Tank, Corsair Fighter/Bomber, ME262 Fighter/Bomber, Heinkel Bomber, Dauntless, Zero (Carrier Based), Zero, F-15 Fighter, B-2 Bomber, F-14 Fighter/Bomber, B-52 Bomber, A-10 Anti-Tank, F-117 Fighter/Bomber, Titan Bomber, Talon Fighter/Bomber, B-122 Wyvern Bomber, Jackal Fighter, Avenger Fighter/Bomber, Phoenix Fighter/Bomber, Nebula Fighter, Planetary Fighter, War Raft, Galley - Copper, Battleship - Copper, Frigate - Copper, Galley - Bronze, Catapult Ship - Bronze, Frigate - Bronze, Battleship - Bronze, Battleship - Byzantine, Galley - Byzantine, Frigate - Byzantine, Galley - Middle Ages, Battleship - Middle Ages, Frigate - Middle Ages, Catapult Ship, Galleon - Renaissance, Battleship - Renaissance, Frigate - Renaissance, Cruiser - Gunboat, Galleon - Imperial, Battleship - Imperial, Frigate - Imperial, Battleship - Royal, Frigate - Royal, Galleon - Royal, Cruiser - Dardo, Frigate - Good Hope, Naval Mine, Battleship - Dreadnought, Battleship - Bismarck, Frigate - Warrington, Battleship - Leviathan, Frigate - Juggernaut, Cruiser - Sagittarian, Clubman, Rock Thrower, Spearman, Slinger, Sampson, Simple Bowman, Maceman, Horseman, Simple Bowman (Fire), Chariot Archer, War Elephant, Stone Thrower, Short Sword, Phalanx, Ram, Catapult, Bronze Cavalry, Elephant Archer, Javelin, Scorpion, Composite Bow, Crossbow, Pilum, Cataphract, Persian Cavalry, Viking, Barbarian, Composite Bow (Fire), Cavalry Archer, Long Bow, Long Sword, Pikeman, Trebuchet, Knight, Ballista, Heavy Ram, Long Bow (Fire), Arquebus, Culverin, Basilisk, Royal Cuirassier, Carabineer, Musketeer, Bombard, Halberdier, Sharpshooter, Hand Cannoneer, Dragoon, Grenadier, Serpentine, Bronze Cannon, Imperial Cuirassier, Elite Guard, Partisan, 57mm AT Gun, Machine Gun, Hovercraft, Artillery, Flak Halftrack, Trench Mortar, MkV Tank (HE), Doughboy, A7V Tank (AP), Howitzer Cannon, Grenade Launcher, Sniper, Radio Man, Marine, Bazooka, Flame Thrower, Panzer Tank (AP), Sherman Tank (HE), SAS Commando, Sherman - Flamethrower, 120mm AT Gun, Stinger Soldier, M1 Tank (HE), Heavy Mortar, Leopard Tank (AP), Colossus Artillery, Sentinel, Gladiator Tank, Minotaur, Thor AT Gun, Furies, Pandora, Hyperion, Paladin Cannon, Skywatcher AA, Anti Missile Battery, Guardian, Hercules AT Gun, Zeus, Minotaur II, Hyperion II, Pandora II, Centurion Tank, Watchman, Mining Unit, Cyber Ninja, Dune Patrol, Citizen, Female Citizen, Helicopter Anti-Tank, Sea King, Helicopter Gunship, Reaper Gunship, Sea King II, Spectre AT Helicopter, Ares, Ares II, Sub - U-Boat, Sub - Nautilus, Sub - Trident, Sub - Hammerhead, Sub - Triton, Sargon of Akkad, Alexander the Great, Short Sword (Crusader), Bronze Cavalry (Crusader), Gaius Marius, Charlemagne, William the Conqueror, Long Sword (Crusader), Knight (Crusader), Isabella of Castile, Elizabeth I, Otto von Bismarck, DeVerran, Erwin Rommel, RW Bresden, Alexi Septimus, Tempest, Molly Ryan, Khan Sun Do, Gilgamesh, Hannibal, Greek Captain, Julius Caesar, Julius Caesar, Richard the Lionheart, Henry V, Oliver Cromwell, Napoleon, Manfred von Richthofen, Travis Shackelford, Lt. Stock, 'Bulldog' Ramsey, Dennis St. Albans, Sergei Molotov, Cyborg Molotov, Hu Kwan Do, Space Capital Ship, Space Corvette, Space Fighter
 Cavalry Archer,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Long Bow,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Long Sword,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Pikeman,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Trebuchet,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Knight,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Ballista,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Heavy Ram,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Long Bow (Fire),1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Arquebus,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Culverin,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Basilisk,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Royal Cuirassier,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Carabineer,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Musketeer,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Bombard,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Halberdier,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Sharpshooter,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Hand Cannoneer,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Dragoon,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
 Grenadier,1000,1450,1750,3125,1000,900,4625,600,4875,900,5250,8500,5500,900,350,425,850,1000,502,750,425,550,1200,450,496,500,1000,496,496,425,660,1400,610,950,575,625,1100,740,1700,796,740,860,941,950,220,260,900,240,335,765,310,1180,1560,440,400,575,2025,540,1460,675,2450,625,1400,825,3060,750,4525,1060,1100,2300,1350,1,5750,6625,1600,8600,2100,3800,135,75,85,70,105,95,150,240,95,180,600,180,215,155,275,160,290,600,130,180,145,125,155,440,225,160,325,145,275,190,400,240,215,400,200,325,190,270,215,360,605,425,325,175,350,315,350,480,390,405,280,655,350,325,440,400,400,225,450,375,315,370,405,500,525,405,500,470,625,430,500,400,650,400,455,265,450,425,600,300,600,600,1500,550,900,550,2200,800,575,200,800,680,2300,1800,2500,660,750,1200,500,1800,400,65,65,850,315,450,600,450,1100,1200,1500,1000,1350,800,1900,1000,900,1235,215,290,1235,1575,1950,400,400,2300,2610,3000,3330,3650,4000,4725,800,5000,6000,1275,1800,1800,2250,2250,2775,3270,3750,4245,4740,5235,5235,5500,5730,5600,6075,8100,8000,2500,1400
