, Tower - Primitive, Tower - Copper, Tower - Bronze, Tower - Medieval, Tower - Palisades, Tower - Bamboo, Tower - Imperial, 88mm AA Gun, Tower - Concrete, AA Missile Tower, Tower - Laser, Space Turret, Tower - Space, AA Missile Tower, Fokker Fighter/Bomber, Sopwith Fighter, Gotha Bomber, Catalina, Spitfire Fighter, B-29 Bomber, ME109  Fighter/Bomber, P-51 Fighter, B-17 Bomber, Typhoon Anti-Tank, Corsair Fighter/Bomber, ME262 Fighter/Bomber, Heinkel Bomber, Dauntless, Zero (Carrier Based), Zero, F-15 Fighter, B-2 Bomber, F-14 Fighter/Bomber, B-52 Bomber, A-10 Anti-Tank, F-117 Fighter/Bomber, Titan Bomber, Talon Fighter/Bomber, B-122 Wyvern Bomber, Jackal Fighter, Avenger Fighter/Bomber, Phoenix Fighter/Bomber, Nebula Fighter, Planetary Fighter, War Raft, Galley - Copper, Battleship - Copper, Frigate - Copper, Galley - Bronze, Catapult Ship - Bronze, Frigate - Bronze, Battleship - Bronze, Battleship - Byzantine, Galley - Byzantine, Frigate - Byzantine, Galley - Middle Ages, Battleship - Middle Ages, Frigate - Middle Ages, Catapult Ship, Galleon - Renaissance, Battleship - Renaissance, Frigate - Renaissance, Cruiser - Gunboat, Galleon - Imperial, Battleship - Imperial, Frigate - Imperial, Battleship - Royal, Frigate - Royal, Galleon - Royal, Cruiser - Dardo, Frigate - Good Hope, Naval Mine, Battleship - Dreadnought, Battleship - Bismarck, Frigate - Warrington, Battleship - Leviathan, Frigate - Juggernaut, Cruiser - Sagittarian, Clubman, Rock Thrower, Spearman, Slinger, Sampson, Simple Bowman, Maceman, Horseman, Simple Bowman (Fire), Chariot Archer, War Elephant, Stone Thrower, Short Sword, Phalanx, Ram, Catapult, Bronze Cavalry, Elephant Archer, Javelin, Scorpion, Composite Bow, Crossbow, Pilum, Cataphract, Persian Cavalry, Viking, Barbarian, Composite Bow (Fire), Cavalry Archer, Long Bow, Long Sword, Pikeman, Trebuchet, Knight, Ballista, Heavy Ram, Long Bow (Fire), Arquebus, Culverin, Basilisk, Royal Cuirassier, Carabineer, Musketeer, Bombard, Halberdier, Sharpshooter, Hand Cannoneer, Dragoon, Grenadier, Serpentine, Bronze Cannon, Imperial Cuirassier, Elite Guard, Partisan, 57mm AT Gun, Machine Gun, Hovercraft, Artillery, Flak Halftrack, Trench Mortar, MkV Tank (HE), Doughboy, A7V Tank (AP), Howitzer Cannon, Grenade Launcher, Sniper, Radio Man, Marine, Bazooka, Flame Thrower, Panzer Tank (AP), Sherman Tank (HE), SAS Commando, Sherman - Flamethrower, 120mm AT Gun, Stinger Soldier, M1 Tank (HE), Heavy Mortar, Leopard Tank (AP), Colossus Artillery, Sentinel, Gladiator Tank, Minotaur, Thor AT Gun, Furies, Pandora, Hyperion, Paladin Cannon, Skywatcher AA, Anti Missile Battery, Guardian, Hercules AT Gun, Zeus, Minotaur II, Hyperion II, Pandora II, Centurion Tank, Watchman, Mining Unit, Cyber Ninja, Dune Patrol, Citizen, Female Citizen, Helicopter Anti-Tank, Sea King, Helicopter Gunship, Reaper Gunship, Sea King II, Spectre AT Helicopter, Ares, Ares II, Sub - U-Boat, Sub - Nautilus, Sub - Trident, Sub - Hammerhead, Sub - Triton, Sargon of Akkad, Alexander the Great, Short Sword (Crusader), Bronze Cavalry (Crusader), Gaius Marius, Charlemagne, William the Conqueror, Long Sword (Crusader), Knight (Crusader), Isabella of Castile, Elizabeth I, Otto von Bismarck, DeVerran, Erwin Rommel, RW Bresden, Alexi Septimus, Tempest, Molly Ryan, Khan Sun Do, Gilgamesh, Hannibal, Greek Captain, Julius Caesar, Julius Caesar, Richard the Lionheart, Henry V, Oliver Cromwell, Napoleon, Manfred von Richthofen, Travis Shackelford, Lt. Stock, 'Bulldog' Ramsey, Dennis St. Albans, Sergei Molotov, Cyborg Molotov, Hu Kwan Do, Space Capital Ship, Space Corvette, Space Fighter
 Knight,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Ballista,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Heavy Ram,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Long Bow (Fire),4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Arquebus,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Culverin,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Basilisk,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Royal Cuirassier,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Carabineer,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Musketeer,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Bombard,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
 Halberdier,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30000001192092896,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,4.0,0.5,0.30000001192092896,4.0,0.5,4.0,0.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,10.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,10.0,4.0,2.0,5.0,10.0,8.0,2.0,5.0,4.0,12.0,2.0,12.0,8.0,3.0,3.0,8.0,10.0,2.0,1.5,3.0,4.0,1.0,2.0,12.0,2.0,8.0,4.0,2.0,4.0,8.0,4.0,12.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,4.0,12.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.4000000953674316,1.0,2.0,2.0,4.0,5.0,0.5,0.800000011920929,5.0,4.0,1.0,1.0,6.0,6.0,15.0,6.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0
